2015-05-10,815
2015-05-11,62
2015-05-12,65
2015-05-13,445
2015-05-14,37
2015-05-15,41
2015-05-16,335
2015-05-17,38
2015-05-18,51
2015-05-19,59
2015-05-20,63
2015-05-21,705
2015-05-22,785
2015-05-23,63
2015-05-24,61
2015-05-25,83
2015-05-26,855
2015-05-27,73
2015-05-28,99
2015-05-29,80
2015-05-30,9
2015-05-31,97
2015-06-01,975
2015-06-02,8
2015-06-03,13
2015-06-04,61
2015-06-05,595
2015-06-06,595
2015-06-07,745
2015-06-08,40
2015-06-09,435
2015-06-10,745
2015-06-11,19
2015-06-12,185
2015-06-13,33
2015-06-14,86
2015-06-15,935
2015-06-16,475
2015-06-17,10
2015-06-18,70
2015-06-19,80
2015-06-20,60
2015-06-21,20
2015-06-22,80
2015-06-23,50
2015-06-24,50
2015-06-25,90
2015-06-26,80
2015-06-27,80
2015-06-28,70
2015-06-29,60
2015-06-30,50
2015-07-01,0
2015-07-02,50
2015-07-03,80
2015-07-04,70
2015-07-05,40
2015-07-06,30
2015-07-07,70
2015-07-08,60
2015-07-09,29
2015-07-10,7
2015-07-11,54
2015-07-12,92
2015-07-13,7
2015-07-14,24
2015-07-15,17
2015-07-16,47
2015-07-17,61
2015-07-18,58
2015-07-19,34
2015-07-20,27
2015-07-21,21
2015-07-22,25
2015-07-23,59
2015-07-24,60
2015-07-25,10
2015-07-26,64
2015-07-27,42
2015-07-28,30
2015-07-29,66
2015-07-30,96
2015-07-31,96
2015-08-01,13
2015-08-02,48
2015-08-03,36
2015-08-04,14
2015-08-05,84
2015-08-06,58
2015-08-07,96
2015-08-08,68
2015-08-09,50
2015-08-10,4
2015-08-11,89
2015-08-12,80
2015-08-13,87
2015-08-14,64
2015-08-15,73
2015-08-16,0
2015-08-17,89
2015-08-18,75
2015-08-19,85
2015-08-20,5
2015-08-21,15
2015-08-22,435
2015-08-23,35
2015-08-24,135
2015-08-25,42
2015-08-26,665
2015-08-27,95
2015-08-28,6
2015-08-29,55
2015-08-30,635
2015-08-31,775
2015-09-01,92
2015-09-02,79
2015-09-03,945
2015-09-04,5
2015-09-05,90
2015-09-06,68
2015-09-07,925
2015-09-08,955
2015-09-09,785
2015-09-10,64
2015-09-11,84
2015-09-12,0
2015-09-13,68
2015-09-14,16
2015-09-15,90
2015-09-16,84
2015-09-17,70
2015-09-18,44
2015-09-19,78
2015-09-20,36
2015-09-21,64
2015-09-22,6
2015-09-23,92
2015-09-24,12
2015-09-25,50
2015-09-26,18
2015-09-27,14
2015-09-28,80
2015-09-29,48
2015-09-30,42
2015-10-01,55
2015-10-02,40
2015-10-03,20
2015-10-04,20
2015-10-05,25
2015-10-06,30
2015-10-07,50
2015-10-08,45
2015-10-09,35
2015-10-10,75
2015-10-11,20
2015-10-12,60
2015-10-13,75
2015-10-14,40
2015-10-15,40
2015-10-16,35
2015-10-17,45
2015-10-18,15
2015-10-19,60
2015-10-20,60
2015-10-21,20
2015-10-22,60
2015-10-23,20
2015-10-24,30
2015-10-25,30
2015-10-26,70
2015-10-27,30
2015-10-28,0
2015-10-29,0
2015-10-30,70
2015-10-31,0
2015-11-01,40
2015-11-02,0
2015-11-03,30
2015-11-04,60
2015-11-05,90
2015-11-06,50
2015-11-07,90
2015-11-08,20
2015-11-09,80
2015-11-10,80
2015-11-11,20
2015-11-12,5
2015-11-13,75
2015-11-14,75
2015-11-15,55
2015-11-16,0
2015-11-17,70
2015-11-18,75
2015-11-19,10
2015-11-20,65
2015-11-21,80
2015-11-22,55
2015-11-23,90
2015-11-24,70
2015-11-25,5
2015-11-26,50
2015-11-27,55
2015-11-28,45
2015-11-29,5
2015-11-30,35
2015-12-01,60
2015-12-02,5
2015-12-03,34
2015-12-04,56
2015-12-05,56
2015-12-06,80
2015-12-07,92
2015-12-08,10
2015-12-09,8
2015-12-10,40
2015-12-11,40
2015-12-12,48
2015-12-13,60
2015-12-14,28
2015-12-15,94
2015-12-16,46
2015-12-17,22
2015-12-18,78
2015-12-19,50
2015-12-20,32
2015-12-21,74
2015-12-22,96
2015-12-23,56
2015-12-24,40
2015-12-25,80
2015-12-26,80
2015-12-27,20
2015-12-28,90
2015-12-29,30
2015-12-30,40
2015-12-31,50
2016-01-01,90
2016-01-02,10
2016-01-03,20
2016-01-04,10
2016-01-05,0
2016-01-06,30
2016-01-07,10
2016-01-08,90
2016-01-09,0
2016-01-10,30
2016-01-11,80
2016-01-12,0
2016-01-13,10
2016-01-14,20
2016-01-15,5
2016-01-16,0
2016-01-17,50
2016-01-18,90
2016-01-19,50
2016-01-20,70
2016-01-21,45
2016-01-22,45
2016-01-23,85
2016-01-24,35
2016-01-25,0
2016-01-26,55
2016-01-27,55
2016-01-28,80
2016-01-29,70
2016-01-30,65
2016-01-31,90
2016-02-01,85
2016-02-02,45
2016-02-03,45
2016-02-04,0
2016-02-05,15
2016-02-06,10
2016-02-07,5
2016-02-08,40
2016-02-09,90
2016-02-10,25
2016-02-11,50
2016-02-12,35
2016-02-13,65
2016-02-14,30
2016-02-15,20
2016-02-16,65
2016-02-17,10
2016-02-18,5
2016-02-19,40
2016-02-20,75
2016-02-21,5
2016-02-22,85
2016-02-23,90
2016-02-24,40
2016-02-25,95
2016-02-26,9
2016-02-27,53
2016-02-28,94
2016-02-29,39
2016-03-01,79
2016-03-02,2
2016-03-03,70
2016-03-04,49
2016-03-05,70
2016-03-06,95
2016-03-07,37
2016-03-08,20
2016-03-09,37
2016-03-10,44
2016-03-11,59
2016-03-12,41
2016-03-13,10
2016-03-14,73
2016-03-15,53
2016-03-16,49
2016-03-17,30
2016-03-18,22
2016-03-19,61
2016-03-20,72
2016-03-21,79
2016-03-22,29
2016-03-23,84
2016-03-24,60
2016-03-25,44
2016-03-26,90
2016-03-27,74
2016-03-28,80
2016-03-29,4
2016-03-30,61
2016-03-31,28
2016-04-01,79
2016-04-02,0
2016-04-03,68
2016-04-04,46
2016-04-05,35
2016-04-06,15
2016-04-07,80
2016-04-08,5
2016-04-09,10
2016-04-10,50
2016-04-11,90
2016-04-12,90
2016-04-13,55
2016-04-14,65
2016-04-15,90
2016-04-16,5
2016-04-17,90
2016-04-18,45
2016-04-19,45
2016-04-20,75
2016-04-21,25
2016-04-22,25
2016-04-23,60
2016-04-24,95
2016-04-25,70
2016-04-26,0
2016-04-27,30
2016-04-28,62
2016-04-29,38
2016-04-30,70
2016-05-01,56
2016-05-02,46
2016-05-03,66
2016-05-04,96
2016-05-05,86
2016-05-06,38
2016-05-07,56
2016-05-08,16
2016-05-09,60
2016-05-10,38
2016-05-11,66
2016-05-12,14
2016-05-13,38
2016-05-14,70
2016-05-15,72
2016-05-16,80
2016-05-17,26
2016-05-18,30
2016-05-19,67
2016-05-20,74
2016-05-21,56
2016-05-22,45
2016-05-23,1
2016-05-24,3
2016-05-25,53
2016-05-26,48
2016-05-27,90
2016-05-28,93
2016-05-29,4
2016-05-30,89
2016-05-31,89
2016-06-01,13
2016-06-02,77
2016-06-03,95
2016-06-04,78
2016-06-05,3
2016-06-06,34
2016-06-07,19
2016-06-08,10
2016-06-09,50
2016-06-10,12
2016-06-11,32
2016-06-12,36
2016-06-13,87
2016-06-14,48
2016-06-15,61
2016-06-16,70
2016-06-17,17
2016-06-18,90
2016-06-19,64
2016-06-20,38
2016-06-21,94
2016-06-22,20
2016-06-23,46
2016-06-24,98
2016-06-25,34
2016-06-26,32
2016-06-27,66
2016-06-28,82
2016-06-29,64
2016-06-30,35
2016-07-01,90
2016-07-02,0
2016-07-03,95
2016-07-04,95
2016-07-05,35
2016-07-06,55
2016-07-07,20
2016-07-08,0
2016-07-09,80
2016-07-10,5
2016-07-11,75
2016-07-12,95
2016-07-13,75
2016-07-14,15
2016-07-15,30
2016-07-16,40
2016-07-17,15
2016-07-18,0
2016-07-19,75
2016-07-20,80
2016-07-21,295
2016-07-22,46
2016-07-23,46
2016-07-24,17
2016-07-25,83
2016-07-26,115
2016-07-27,99
2016-07-28,53
2016-07-29,51
2016-07-30,635
2016-07-31,425
2016-08-01,335
2016-08-02,235
2016-08-03,91
2016-08-04,81
2016-08-05,95
2016-08-06,335
2016-08-07,45
2016-08-08,1
2016-08-09,565
2016-08-10,46
2016-08-11,46
2016-08-12,96
2016-08-13,36
2016-08-14,34
2016-08-15,90
2016-08-16,28
2016-08-17,84
2016-08-18,89
2016-08-19,9
2016-08-20,14
2016-08-21,66
2016-08-22,46
2016-08-23,64
2016-08-24,9
2016-08-25,55
2016-08-26,13
2016-08-27,80
2016-08-28,68
2016-08-29,8
2016-08-30,57
2016-08-31,53
2016-09-01,395
2016-09-02,80
2016-09-03,29
2016-09-04,15
2016-09-05,44
2016-09-06,10
2016-09-07,955
2016-09-08,72
2016-09-09,445
2016-09-10,235
2016-09-11,20
2016-09-12,42
2016-09-13,42
2016-09-14,235
2016-09-15,15
2016-09-16,13
2016-09-17,59
2016-09-18,975
2016-09-19,75
2016-09-20,62
2016-09-21,62
2016-09-22,748
2016-09-23,838
2016-09-24,85
2016-09-25,868
2016-09-26,72
2016-09-27,692
2016-09-28,688
2016-09-29,714
2016-09-30,822
2016-10-01,904
2016-10-02,978
2016-10-03,65
2016-10-04,22
2016-10-05,285
2016-10-06,275
2016-10-07,45
2016-10-08,435
2016-10-09,47
2016-10-10,575
2016-10-11,68
2016-10-12,50
2016-10-13,965
2016-10-14,78
2016-10-15,795
2016-10-16,735
2016-10-17,49
2016-10-18,40
2016-10-19,4
2016-10-20,825
2016-10-21,69
2016-10-22,565
2016-10-23,62
2016-10-24,4
2016-10-25,985
2016-10-26,18
2016-10-27,25
2016-10-28,30
2016-10-29,225
2016-10-30,17
2016-10-31,245
2016-11-01,195
2016-11-02,145
2016-11-03,0
2016-11-04,5
2016-11-05,94
2016-11-06,18
2016-11-07,94
2016-11-08,38
2016-11-09,56
2016-11-10,4
2016-11-11,61
2016-11-12,62
2016-11-13,50
2016-11-14,22
2016-11-15,11
2016-11-16,83
2016-11-17,87
2016-11-18,21
2016-11-19,25
2016-11-20,70
2016-11-21,2
2016-11-22,54
2016-11-23,46
2016-11-24,42
2016-11-25,34
2016-11-26,60
2016-11-27,18
2016-11-28,56
2016-11-29,20
2016-11-30,80
2016-12-01,30
2016-12-02,40
2016-12-03,6
2016-12-04,38
2016-12-05,26
2016-12-06,40
2016-12-07,86
2016-12-08,46
2016-12-09,4
2016-12-10,88
2016-12-11,50
2016-12-12,72
2016-12-13,90
2016-12-14,56
2016-12-15,38
2016-12-16,96
2016-12-17,86
2016-12-18,60
2016-12-19,46
2016-12-20,22
2016-12-21,80
2016-12-22,74
2016-12-23,66
2016-12-24,46
2016-12-25,8
2016-12-26,26
2016-12-27,30
2016-12-28,96
2016-12-29,66
2016-12-30,94
2016-12-31,46
2017-01-01,24
2017-01-02,76
2017-01-03,44
2017-01-04,98
2017-01-05,36
2017-01-06,26
2017-01-07,54
2017-01-08,38
2017-01-09,2
2017-01-10,16
2017-01-11,74
2017-01-12,18
2017-01-13,74
2017-01-14,68
2017-01-15,30
2017-01-16,10
2017-01-17,30
2017-01-18,46
2017-01-19,16
2017-01-20,82
2017-01-21,20
2017-01-22,2
2017-01-23,50
2017-01-24,72
2017-01-25,88
2017-01-26,90
2017-01-27,4
2017-01-28,968
2017-01-29,585
2017-01-30,80
2017-01-31,215
2017-02-01,775
2017-02-02,39
2017-02-03,665
2017-02-04,58
2017-02-05,92
2017-02-06,165
2017-02-07,21
2017-02-08,76
2017-02-09,39
2017-02-10,905
2017-02-11,80
2017-02-12,815
2017-02-13,26
2017-02-14,61
2017-02-15,345
2017-02-16,42
2017-02-17,77
2017-02-18,16
2017-02-19,55
2017-02-20,34
2017-02-21,79
2017-02-22,30
2017-02-23,2
2017-02-24,3
2017-02-25,40
2017-02-26,37
2017-02-27,5
2017-02-28,20
2017-03-01,34
2017-03-02,3
2017-03-03,30
2017-03-04,2
2017-03-05,90
2017-03-06,87
2017-03-07,88
2017-03-08,3
2017-03-09,80
2017-03-10,38
2017-03-11,74
2017-03-12,98
2017-03-13,14
2017-03-14,28
2017-03-15,18
2017-03-16,64
2017-03-17,26
2017-03-18,22
2017-03-19,68
2017-03-20,6
2017-03-21,0
2017-03-22,0
2017-03-23,16
2017-03-24,32
2017-03-25,10
2017-03-26,60
2017-03-27,42
2017-03-28,8
2017-03-29,1
2017-03-30,254
2017-03-31,448
2017-04-01,612
2017-04-02,794
2017-04-03,58
2017-04-04,998
2017-04-05,6
2017-04-06,338
2017-04-07,984
2017-04-08,56
2017-04-09,496
2017-04-10,756
2017-04-11,4
2017-04-12,458
2017-04-13,428
2017-04-14,15
2017-04-15,54
2017-04-16,962
2017-04-17,40
2017-04-18,23
2017-04-19,888
